Make,Model,Cilindrada,Eficiencia,CO2
Alfa Romeo,GT V6 2.5,2.5,8.50288,276.1069755
Alfa Romeo,GT V6 2.5,2.5,8.50288,276.1069755
Alfa Romeo,Spider Veloce 2000,2,8.928024,262.9590243
Alfa Romeo,Spider Veloce 2000,2,8.928024,262.9590243
AM General,DJ Po Vehicle 2WD,2.5,7.227448,324.8317359
AM General,DJ Po Vehicle 2WD,2.5,7.227448,324.8317359
AM General,FJ8c Post Office,4.2,5.526872,424.7799624
AM General,FJ8c Post Office,4.2,5.526872,424.7799624
American Motors Corporation,Eagle 4WD,4.2,7.227448,324.8317359
American Motors Corporation,Eagle 4WD,4.2,7.227448,324.8317359
American Motors Corporation,Eagle 4WD,2.5,8.50288,276.1069755
American Motors Corporation,Eagle 4WD,4.2,7.227448,324.8317359
American Motors Corporation,Eagle 4WD,2.5,8.50288,276.1069755
American Motors Corporation,Eagle 4WD,4.2,7.227448,324.8317359
American Motors Corporation,Eagle 4WD,2.5,8.928024,262.9590243
American Motors Corporation,Eagle 4WD,4.2,7.652592,306.7855284
American Motors Corporation,Eagle 4WD,4.2,7.652592,306.7855284
American Motors Corporation,Eagle SX/4 4WD,2.5,7.652592,306.7855284
American Motors Corporation,Eagle SX/4 4WD,4.2,7.652592,306.7855284
American Motors Corporation,Eagle SX/4 4WD,2.5,7.652592,306.7855284
American Motors Corporation,Eagle SX/4 4WD,4.2,7.227448,324.8317359
American Motors Corporation,Eagle SX/4 4WD,2.5,8.50288,276.1069755
American Motors Corporation,Eagle SX/4 4WD,4.2,7.227448,324.8317359
American Motors Corporation,Eagle SX/4 4WD,2.5,8.50288,276.1069755
American Motors Corporation,Eagle SX/4 4WD,4.2,7.227448,324.8317359
American Motors Corporation,Eagle SX/4 4WD,2.5,8.928024,262.9590243
American Motors Corporation,Eagle SX/4 4WD,4.2,7.652592,306.7855284
American Motors Corporation,Eagle SX/4 4WD,4.2,7.652592,306.7855284
Aston Martin,Lagonda,5.3,3.826296,613.5710567
Aston Martin,Lagonda,5.3,3.826296,613.5710567
Aston Martin,Saloon/Vantage/Volante,5.3,3.826296,613.5710567
Aston Martin,Saloon/Vantage/Volante,5.3,3.826296,613.5710567
Aston Martin,Saloon/Vantage/Volante,5.3,3.401152,690.2674388
Aston Martin,Saloon/Vantage/Volante,5.3,3.401152,690.2674388
Audi,4000,1.8,8.928024,262.9590243
Audi,4000,1.8,8.928024,262.9590243
Audi,4000,1.8,10.203456,230.0891463
Audi,4000,1.8,10.203456,230.0891463
Audi,4000 S quattro,2.2,7.652592,306.7855284
Audi,4000 S quattro,2.2,7.652592,306.7855284
Audi,5000S,2.1,7.227448,324.8317359
Audi,5000S,2.1,7.227448,324.8317359
Audi,5000S,2.1,7.227448,324.8317359
Audi,5000S,2.1,7.652592,306.7855284
Audi,5000S,2.1,8.077736,290.6389216
Audi,5000S,2.1,8.077736,290.6389216
Audi,5000S Wagon,2.1,7.227448,324.8317359
Audi,5000S Wagon,2.1,7.652592,306.7855284
Audi,5000S Wagon,2.1,8.077736,290.6389216
Audi,5000S Wagon,2.1,8.077736,290.6389216
Audi,Coupe GT,2.1,7.227448,324.8317359
Audi,Coupe GT,2.2,7.652592,306.7855284
Audi,Coupe GT,2.1,7.227448,324.8317359
Audi,Coupe GT,2.2,7.652592,306.7855284
Audi,Coupe GT,2.1,8.50288,276.1069755
Audi,Coupe GT,2.2,8.077736,290.6389216
Audi,Coupe GT,2.1,8.50288,276.1069755
Audi,Coupe GT,2.2,8.077736,290.6389216
Audi,Quattro,2.1,6.802304,345.1337194
Audi,Quattro,2.1,6.802304,345.1337194
Avanti Motor Corporation,Avanti II,5,6.802304,345.1337194
Avanti Motor Corporation,Avanti II,5,7.227448,324.8317359
Bertone,X1/9,1.5,9.353168,251.0063414
Bertone,X1/9,1.5,9.353168,251.0063414
Bill Dovell Motor Car Company,Dovell 230CE,2.3,7.652592,306.7855284
Bill Dovell Motor Car Company,Dovell 230E,2.3,7.652592,306.7855284
Bitter Gmbh and Co. Kg,SC,3,5.526872,424.7799624
Bitter Gmbh and Co. Kg,SC,3,5.952016,394.4385365
BMW,3 Series,1.8,9.778312,240.0930222
BMW,3 Series,1.8,9.778312,240.0930222
BMW,3 Series,2.7,8.50288,276.1069755
BMW,3 Series,2.7,8.50288,276.1069755
BMW,3 Series,1.8,10.203456,230.0891463
BMW,3 Series,2.7,8.928024,262.9590243
BMW,3 Series,1.8,10.203456,230.0891463
BMW,3 Series,2.7,8.928024,262.9590243
BMW,5 Series,2.7,8.50288,276.1069755
BMW,5 Series,3.2,7.652592,306.7855284
BMW,5 Series,2.7,8.50288,276.1069755
BMW,5 Series,3.2,7.652592,306.7855284
BMW,6 Series,3.2,7.652592,306.7855284
BMW,6 Series,3.2,7.652592,306.7855284
BMW,7 Series,3.2,7.652592,306.7855284
BMW,7 Series,3.2,7.652592,306.7855284
Buick,Century,2.5,9.778312,240.0930222
Buick,Century,3,8.50288,276.1069755
Buick,Century,4.3,10.6286,253.0229784
Buick,Century,2.5,9.778312,240.0930222
Buick,Century,3,7.652592,306.7855284
Buick,Century,4.3,10.203456,263.5656025
Buick,Century,3.8,8.077736,290.6389216
Buick,Century,3.8,8.077736,290.6389216
Buick,Century,4.3,10.203456,263.5656025
Buick,Century Estate Wagon,2.5,9.353168,251.0063414
Buick,Century Estate Wagon,3,7.227448,324.8317359
Buick,Century Estate Wagon,4.3,10.6286,253.0229784
Buick,Century Estate Wagon,2.5,9.353168,251.0063414
Buick,Century Estate Wagon,3,7.227448,324.8317359
Buick,Century Estate Wagon,4.3,10.203456,263.5656025
Buick,Century Estate Wagon,3.8,8.077736,290.6389216
Buick,Century Estate Wagon,3.8,8.077736,290.6389216
Buick,Century Estate Wagon,4.3,10.203456,263.5656025
Buick,Electra Estate Wagon,5,6.802304,345.1337194
Buick,Electra Estate Wagon,5.7,8.928024,301.2178314
Buick,Electra Estate Wagon,5,6.37716,368.142634
Buick,Electra/Park Avenue,4.1,6.802304,345.1337194
Buick,Electra/Park Avenue,5,6.802304,345.1337194
Buick,Electra/Park Avenue,5.7,8.928024,301.2178314
Buick,Electra/Park Avenue,4.1,6.802304,345.1337194
Buick,Electra/Park Avenue,5,6.37716,368.142634
Buick,Electra/Park Avenue,4.3,10.203456,263.5656025
Buick,LeSabre,3.8,7.227448,324.8317359
Buick,LeSabre,5,6.802304,345.1337194
Buick,LeSabre,3.8,7.227448,324.8317359
Buick,LeSabre,5,6.802304,345.1337194
Buick,LeSabre,4.1,6.802304,345.1337194
Buick,LeSabre,5,6.802304,345.1337194
Buick,LeSabre,5.7,8.928024,301.2178314
Buick,LeSabre,4.1,6.802304,345.1337194
Buick,LeSabre,5,6.802304,345.1337194
Buick,Regal,3.8,8.077736,290.6389216
Buick,Regal,3.8,7.652592,306.7855284
Buick,Regal,3.8,6.802304,345.1337194
Buick,Regal,4.1,7.227448,324.8317359
Buick,Regal,4.3,9.778312,275.0249765
Buick,Regal,5.7,8.928024,301.2178314
Buick,Regal,3.8,6.802304,345.1337194
Buick,Regal,4.1,7.227448,324.8317359
Buick,Regal,4.3,9.353168,287.5261118
Buick,Riviera,3.8,6.37716,368.142634
Buick,Riviera,4.1,6.37716,368.142634
Buick,Riviera,5,6.802304,345.1337194
Buick,Riviera,5.7,8.928024,301.2178314
Buick,Riviera,4.1,6.37716,368.142634
Buick,Riviera,5,6.802304,345.1337194
Buick,Riviera Convertible,3.8,6.37716,368.142634
Buick,Riviera Convertible,4.1,6.37716,368.142634
Buick,Riviera Convertible,5,6.802304,345.1337194
Buick,Riviera Convertible,4.1,6.37716,368.142634
Buick,Riviera Convertible,5,6.802304,345.1337194
Buick,Skyhawk,1.8,10.203456,230.0891463
Buick,Skyhawk,1.8,8.50288,276.1069755
Buick,Skyhawk,2,10.6286,220.8855804
Buick,Skyhawk,1.8,10.203456,230.0891463
Buick,Skyhawk,1.8,8.50288,276.1069755
Buick,Skyhawk,2,9.353168,251.0063414
Buick,Skyhawk,1.8,9.353168,251.0063414
Buick,Skyhawk,2,10.6286,220.8855804
Buick,Skyhawk,1.8,9.353168,251.0063414
Buick,Skyhawk,2,10.203456,230.0891463
Buick,Skyhawk,1.8,11.053744,212.3899812
Buick,Skyhawk,1.8,11.053744,212.3899812
Buick,Skyhawk Wagon,1.8,10.203456,230.0891463
Buick,Skyhawk Wagon,2,8.928024,262.9590243
Buick,Skyhawk Wagon,1.8,10.203456,230.0891463
Buick,Skyhawk Wagon,2,8.928024,262.9590243
Buick,Skyhawk Wagon,2,9.778312,240.0930222
Buick,Skyhawk Wagon,2,9.778312,240.0930222
Buick,Skyhawk Wagon,1.8,11.053744,212.3899812
Buick,Skyhawk Wagon,1.8,11.053744,212.3899812
Buick,Skylark,2.5,9.778312,240.0930222
Buick,Skylark,2.8,8.077736,290.6389216
Buick,Skylark,2.5,9.778312,240.0930222
Buick,Skylark,2.8,8.077736,290.6389216
Buick,Skylark,2.5,9.778312,240.0930222
Buick,Skylark,2.8,8.077736,290.6389216
Buick,Skylark,2.5,9.778312,240.0930222
Buick,Skylark,2.8,8.50288,276.1069755
Cadillac,Brougham/DeVille (RWD),4.1,6.802304,345.1337194
Cadillac,Brougham/DeVille (RWD),5.7,8.928024,301.2178314
Cadillac,Brougham/DeVille (RWD),4.1,6.802304,345.1337194
Cadillac,Cimarron,2,8.928024,262.9590243
Cadillac,Cimarron,2,8.928024,262.9590243
Cadillac,Cimarron,2,10.6286,220.8855804
Cadillac,Cimarron,2,10.6286,220.8855804
Cadillac,Eldorado,4.1,7.227448,324.8317359
Cadillac,Eldorado,5.7,8.928024,301.2178314
Cadillac,Eldorado,4.1,6.802304,345.1337194
Cadillac,Eldorado Convertible,4.1,6.802304,345.1337194
Cadillac,Eldorado Convertible,4.1,6.802304,345.1337194
Cadillac,Fleetwood/DeVille (FWD),4.3,10.203456,263.5656025
Cadillac,Limousine,6,3.826296,613.5710567
Cadillac,Seville,4.1,7.227448,324.8317359
Cadillac,Seville,5.7,8.928024,301.2178314
Cadillac,Seville,4.1,6.802304,345.1337194
Chevrolet,C10 Pickup 2WD,4.1,6.37716,368.142634
Chevrolet,C10 Pickup 2WD,5,5.952016,394.4385365
Chevrolet,C10 Pickup 2WD,4.1,6.802304,345.1337194
Chevrolet,C10 Pickup 2WD,5,6.37716,368.142634
Chevrolet,C10 Pickup 2WD,6.2,8.077736,332.9249715
Chevrolet,C10 Pickup 2WD,4.1,6.37716,368.142634
Chevrolet,C10 Pickup 2WD,5,5.952016,394.4385365
Chevrolet,C10 Pickup 2WD,6.2,8.077736,332.9249715
Chevrolet,C10 Pickup 2WD,4.1,7.227448,324.8317359
Chevrolet,C10 Pickup 2WD,5,6.37716,368.142634
Chevrolet,C10 Pickup 2WD,4.1,6.37716,368.142634
Chevrolet,C10 Pickup 2WD,4.1,7.227448,324.8317359
Chevrolet,C10 Pickup 2WD,5,6.802304,345.1337194
Chevrolet,C10 Pickup 2WD,6.2,8.50288,316.278723
Chevrolet,C10 Pickup 2WD,6.2,8.077736,332.9249715
Chevrolet,C10 Pickup 2WD,4.1,6.37716,368.142634
Chevrolet,C10 Pickup 2WD,6.2,8.50288,316.278723
Chevrolet,C10 Pickup 2WD,4.1,7.227448,324.8317359
Chevrolet,C10 Pickup 2WD,5,6.37716,368.142634
Chevrolet,C20 Pickup 2WD,4.1,5.952016,394.4385365
Chevrolet,C20 Pickup 2WD,5,5.952016,394.4385365
Chevrolet,C20 Pickup 2WD,6.2,8.077736,332.9249715
Chevrolet,C20 Pickup 2WD,5.7,5.526872,424.7799624
Chevrolet,C20 Pickup 2WD,6.2,8.077736,332.9249715
Chevrolet,C20 Pickup 2WD,4.1,5.952016,394.4385365
Chevrolet,C20 Pickup 2WD,5,5.526872,424.7799624
Chevrolet,C20 Pickup 2WD,6.2,8.50288,316.278723
Chevrolet,C20 Pickup 2WD,6.2,7.652592,351.4208033
Chevrolet,C20 Pickup 2WD,6.2,8.077736,332.9249715
Chevrolet,Camaro,2.5,9.353168,251.0063414
Chevrolet,Camaro,2.8,8.077736,290.6389216
Chevrolet,Camaro,5,7.227448,324.8317359
Chevrolet,Camaro,2.5,9.353168,251.0063414
Chevrolet,Camaro,2.8,8.077736,290.6389216
Chevrolet,Camaro,5,7.227448,324.8317359
Chevrolet,Camaro,2.5,9.353168,251.0063414
Chevrolet,Camaro,2.5,9.353168,251.0063414
Chevrolet,Camaro,2.5,9.353168,251.0063414
Chevrolet,Camaro,2.8,7.652592,306.7855284
Chevrolet,Camaro,5,6.37716,368.142634
Chevrolet,Camaro,2.5,9.353168,251.0063414
Chevrolet,Camaro,2.8,7.652592,306.7855284
Chevrolet,Camaro,5,6.37716,368.142634
Chevrolet,Caprice Wagon,5,6.37716,368.142634
Chevrolet,Caprice Wagon,5.7,8.928024,301.2178314
Chevrolet,Caprice Wagon,5,6.802304,345.1337194
Chevrolet,Cavalier,2,10.6286,220.8855804
Chevrolet,Cavalier,2,9.353168,251.0063414
Chevrolet,Cavalier,2,10.6286,220.8855804
Chevrolet,Cavalier,2,11.478888,204.5236856
Chevrolet,Cavalier,2,10.203456,230.0891463
Chevrolet,Cavalier,2,10.6286,220.8855804
Chevrolet,Cavalier,2,10.6286,220.8855804
Chevrolet,Cavalier Convertible,2,8.928024,262.9590243
Chevrolet,Cavalier Convertible,2,8.928024,262.9590243
Chevrolet,Cavalier Convertible,2,10.6286,220.8855804
Chevrolet,Cavalier Convertible,2,10.203456,230.0891463
Chevrolet,Cavalier Convertible,2,10.6286,220.8855804
Chevrolet,Cavalier Convertible,2,10.6286,220.8855804
Chevrolet,Cavalier Wagon,2,10.6286,220.8855804
Chevrolet,Cavalier Wagon,2,9.353168,251.0063414
Chevrolet,Cavalier Wagon,2,10.6286,220.8855804
Chevrolet,Cavalier Wagon,2,10.203456,230.0891463
Chevrolet,Cavalier Wagon,2,10.6286,220.8855804
Chevrolet,Cavalier Wagon,2,10.6286,220.8855804
Chevrolet,Celebrity,2.5,9.778312,240.0930222
Chevrolet,Celebrity,2.8,8.077736,290.6389216
Chevrolet,Celebrity,4.3,10.6286,253.0229784
Chevrolet,Celebrity,2.5,9.778312,240.0930222
Chevrolet,Celebrity,2.8,8.077736,290.6389216
Chevrolet,Celebrity,4.3,10.203456,263.5656025
Chevrolet,Celebrity,4.3,10.203456,263.5656025
Chevrolet,Celebrity,2.5,9.778312,240.0930222
Chevrolet,Celebrity,2.5,9.778312,240.0930222
Chevrolet,Celebrity Wagon,2.5,9.778312,240.0930222
Chevrolet,Celebrity Wagon,2.8,7.652592,306.7855284
Chevrolet,Celebrity Wagon,4.3,10.6286,253.0229784
Chevrolet,Celebrity Wagon,2.5,9.778312,240.0930222
Chevrolet,Celebrity Wagon,2.8,7.652592,306.7855284
Chevrolet,Celebrity Wagon,4.3,10.203456,263.5656025
Chevrolet,Celebrity Wagon,2.8,8.077736,290.6389216
Chevrolet,Celebrity Wagon,2.8,7.652592,306.7855284
Chevrolet,Celebrity Wagon,4.3,10.203456,263.5656025
Chevrolet,Celebrity Wagon,2.5,9.778312,240.0930222
Chevrolet,Celebrity Wagon,2.5,9.778312,240.0930222
Chevrolet,Chevette,1.6,11.053744,212.3899812
Chevrolet,Chevette,1.8,12.75432,210.852482
Chevrolet,Chevette,1.6,10.203456,230.0891463
Chevrolet,Chevette,1.6,11.478888,204.5236856
Chevrolet,Chevette,1.6,10.6286,220.8855804
Chevrolet,Chevette,1.6,11.478888,204.5236856
Chevrolet,Chevette,1.8,15.305184,175.7104016
Chevrolet,Chevette,1.8,15.305184,175.7104016
Chevrolet,Citation II,2.5,9.778312,240.0930222
Chevrolet,Citation II,2.8,8.077736,290.6389216
Chevrolet,Citation II,2.5,9.778312,240.0930222
Chevrolet,Citation II,2.8,8.077736,290.6389216
Chevrolet,Citation II,2.5,10.203456,230.0891463
Chevrolet,Citation II,2.8,8.077736,290.6389216
Chevrolet,Citation II,2.5,10.203456,230.0891463
Chevrolet,Citation II,2.8,8.50288,276.1069755
Chevrolet,Corvette,5.7,6.37716,368.142634
Chevrolet,Corvette,5.7,6.37716,368.142634
Chevrolet,Corvette,5.7,6.37716,368.142634
Chevrolet,Corvette,5.7,6.37716,368.142634
Chevrolet,El Camino Pickup 2WD,3.8,7.227448,324.8317359
Chevrolet,El Camino Pickup 2WD,5,6.37716,368.142634
Chevrolet,El Camino Pickup 2WD,5.7,8.50288,316.278723
Chevrolet,El Camino Pickup 2WD,3.8,7.227448,324.8317359
Chevrolet,El Camino Pickup 2WD,5,6.37716,368.142634
Chevrolet,El Camino Pickup 2WD,3.8,7.652592,306.7855284
Chevrolet,El Camino Pickup 2WD,5,7.227448,324.8317359
Chevrolet,El Camino Pickup 2WD,5.7,8.928024,301.2178314
Chevrolet,El Camino Pickup 2WD,5,7.227448,324.8317359
Chevrolet,G10/20 Sport Van 2WD,4.1,5.952016,394.4385365
Chevrolet,G10/20 Sport Van 2WD,5,5.526872,424.7799624
Chevrolet,G10/20 Sport Van 2WD,4.1,5.952016,394.4385365
Chevrolet,G10/20 Sport Van 2WD,5,5.526872,424.7799624
Chevrolet,G10/20 Sport Van 2WD,5.7,5.526872,424.7799624
Chevrolet,G10/20 Sport Van 2WD,6.2,7.652592,351.4208033
Chevrolet,G10/20 Sport Van 2WD,5.7,5.526872,424.7799624
Chevrolet,G10/20 Sport Van 2WD,6.2,7.227448,372.0926152
Chevrolet,G10/20 Sport Van 2WD,4.1,5.952016,394.4385365
Chevrolet,G10/20 Sport Van 2WD,6.2,7.652592,351.4208033
Chevrolet,G10/20 Sport Van 2WD,6.2,8.077736,332.9249715
Chevrolet,G10/20 Van 2WD,4.1,6.37716,368.142634
Chevrolet,G10/20 Van 2WD,5,5.952016,394.4385365
Chevrolet,G10/20 Van 2WD,4.1,6.37716,368.142634
Chevrolet,G10/20 Van 2WD,5,6.37716,368.142634
Chevrolet,G10/20 Van 2WD,6.2,8.077736,332.9249715
Chevrolet,G10/20 Van 2WD,4.1,6.37716,368.142634
Chevrolet,G10/20 Van 2WD,5,5.952016,394.4385365
Chevrolet,G10/20 Van 2WD,6.2,8.077736,332.9249715
Chevrolet,G10/20 Van 2WD,4.1,6.802304,345.1337194
Chevrolet,G10/20 Van 2WD,5,6.37716,368.142634
Chevrolet,G10/20 Van 2WD,4.1,6.37716,368.142634
Chevrolet,G10/20 Van 2WD,4.1,6.802304,345.1337194
Chevrolet,G10/20 Van 2WD,5,6.802304,345.1337194
Chevrolet,G10/20 Van 2WD,6.2,8.50288,316.278723
Chevrolet,G10/20 Van 2WD,4.1,6.37716,368.142634
Chevrolet,G10/20 Van 2WD,6.2,8.077736,332.9249715
Chevrolet,G30 Sport Van 2WD,5.7,4.676584,502.0126828
Chevrolet,G30 Sport Van 2WD,5.7,4.676584,502.0126828
Chevrolet,G30 Van 2WD,4.1,5.952016,394.4385365
Chevrolet,G30 Van 2WD,4.1,5.952016,394.4385365
Chevrolet,Impala/Caprice,3.8,7.227448,324.8317359
Chevrolet,Impala/Caprice,5,6.802304,345.1337194
Chevrolet,Impala/Caprice,5.7,8.928024,301.2178314
Chevrolet,Impala/Caprice,3.8,7.227448,324.8317359
Chevrolet,Impala/Caprice,5,6.802304,345.1337194
Chevrolet,Impala/Caprice,5,6.802304,345.1337194
Chevrolet,Impala/Caprice,5.7,5.952016,394.4385365
Chevrolet,Impala/Caprice,5.7,8.928024,301.2178314
Chevrolet,Impala/Caprice,5,7.227448,324.8317359
Chevrolet,K10 Pickup 4WD,4.1,6.37716,368.142634
Chevrolet,K10 Pickup 4WD,5,5.952016,394.4385365
Chevrolet,K10 Pickup 4WD,6.2,7.652592,351.4208033
Chevrolet,K10 Pickup 4WD,5.7,5.526872,424.7799624
Chevrolet,K10 Pickup 4WD,6.2,7.227448,372.0926152
Chevrolet,K10 Pickup 4WD,4.1,5.952016,394.4385365
Chevrolet,K10 Pickup 4WD,4.1,5.952016,394.4385365
Chevrolet,K10 Pickup 4WD,5,5.526872,424.7799624
Chevrolet,K10 Pickup 4WD,5,5.952016,394.4385365
Chevrolet,K10 Pickup 4WD,6.2,7.652592,351.4208033
Chevrolet,K10 Pickup 4WD,6.2,7.227448,372.0926152
Chevrolet,K10 Pickup 4WD,6.2,7.652592,351.4208033
Chevrolet,K20 Pickup 4WD,5.7,5.101728,460.1782926
Chevrolet,K20 Pickup 4WD,6.2,7.652592,351.4208033
Chevrolet,K20 Pickup 4WD,5.7,5.101728,460.1782926
Chevrolet,K20 Pickup 4WD,6.2,7.652592,351.4208033
Chevrolet,K20 Pickup 4WD,6.2,7.227448,372.0926152
Chevrolet,K5/K10 Blazer 4WD,5,5.952016,394.4385365
Chevrolet,K5/K10 Blazer 4WD,6.2,7.652592,351.4208033
Chevrolet,K5/K10 Blazer 4WD,5.7,5.101728,460.1782926
Chevrolet,K5/K10 Blazer 4WD,6.2,6.802304,395.3484037
Chevrolet,K5/K10 Blazer 4WD,5,5.952016,394.4385365
Chevrolet,Monte Carlo,3.8,7.652592,306.7855284
Chevrolet,Monte Carlo,5,6.37716,368.142634
Chevrolet,Monte Carlo,5.7,8.928024,301.2178314
Chevrolet,Monte Carlo,3.8,7.652592,306.7855284
Chevrolet,Monte Carlo,5,6.802304,345.1337194
Chevrolet,Monte Carlo,3.8,7.652592,306.7855284
Chevrolet,Monte Carlo,5,7.227448,324.8317359
Chevrolet,Monte Carlo,5.7,8.928024,301.2178314
Chevrolet,Monte Carlo,5,7.227448,324.8317359
Chevrolet,S10 Blazer 2WD,2,8.928024,262.9590243
Chevrolet,S10 Blazer 2WD,2.8,7.652592,306.7855284
Chevrolet,S10 Blazer 2WD,2.8,8.077736,290.6389216
Chevrolet,S10 Blazer 2WD,2,8.928024,262.9590243
Chevrolet,S10 Blazer 2WD,2.8,7.652592,306.7855284
Chevrolet,S10 Blazer 2WD,2,9.353168,251.0063414
Chevrolet,S10 Blazer 2WD,2.8,7.652592,306.7855284
Chevrolet,S10 Blazer 2WD,2,9.353168,251.0063414
Chevrolet,S10 Blazer 2WD,2.8,7.652592,306.7855284
Chevrolet,S10 Blazer 2WD,2,9.778312,240.0930222
Chevrolet,S10 Blazer 2WD,2.8,7.652592,306.7855284
Chevrolet,S10 Cab Chassis 2WD,2.8,5.526872,424.7799624
Chevrolet,S10 Cab Chassis 2WD,2.8,5.952016,394.4385365
Chevrolet,S10 Cab Chassis 2WD,2,6.37716,368.142634
Chevrolet,S10 Cab Chassis 2WD,2.8,5.526872,424.7799624
Chevrolet,S10 Pickup 2WD,2,8.50288,276.1069755
Chevrolet,S10 Pickup 2WD,2,8.50288,276.1069755
Chevrolet,S10 Pickup 2WD,2.8,7.652592,306.7855284
Chevrolet,S10 Pickup 2WD,2.8,8.077736,290.6389216
Chevrolet,S10 Pickup 2WD,2,10.203456,230.0891463
Chevrolet,S10 Pickup 2WD,2,8.928024,262.9590243
Chevrolet,S10 Pickup 2WD,2.2,11.904032,225.9133735
Chevrolet,S10 Pickup 2WD,2.8,7.652592,306.7855284
Chevrolet,S10 Pickup 2WD,2,9.778312,240.0930222
Chevrolet,S10 Pickup 2WD,2.2,11.904032,225.9133735
Chevrolet,S10 Pickup 2WD,2.8,7.652592,306.7855284
Chevrolet,S10 Pickup 2WD,2,11.053744,212.3899812
Chevrolet,S10 Pickup 2WD,2,9.353168,251.0063414
Chevrolet,S10 Pickup 2WD,2.2,12.329176,218.1232572
Chevrolet,S10 Pickup 2WD,2.8,7.652592,306.7855284
Chevrolet,S10 Pickup 2WD,2,9.778312,240.0930222
Chevrolet,S10 Pickup 2WD,2.2,11.904032,225.9133735
Chevrolet,S10 Pickup 2WD,2.8,8.077736,290.6389216
Chevrolet,S10 Utility Body 2WD,2.8,7.652592,306.7855284
Chevrolet,S10 Utility Body 2WD,2.8,7.652592,306.7855284
Chevrolet,Suburban C10 2WD,5,5.526872,424.7799624
Chevrolet,Suburban C10 2WD,5.7,5.526872,424.7799624
Chevrolet,Suburban C10 2WD,6.2,7.652592,351.4208033
Chevrolet,Suburban C10 2WD,5.7,5.526872,424.7799624
Chevrolet,Suburban C10 2WD,6.2,7.227448,372.0926152
Chevrolet,Suburban K10 4WD,5.7,5.101728,460.1782926
Chevrolet,Suburban K10 4WD,6.2,6.802304,395.3484037
Chevrolet,Suburban K10 4WD,5.7,5.101728,460.1782926
Chevrolet,Suburban K10 4WD,6.2,6.802304,395.3484037
Chevrolet,Suburban K10 4WD,5.7,4.676584,502.0126828
Chevrolet,T10 (S10) Blazer 4WD,2.8,7.652592,306.7855284
Chevrolet,T10 (S10) Blazer 4WD,2.8,7.652592,306.7855284
Chevrolet,T10 (S10) Blazer 4WD,2,8.50288,276.1069755
Chevrolet,T10 (S10) Blazer 4WD,2.8,7.227448,324.8317359
Chevrolet,T10 (S10) Blazer 4WD,2,8.50288,276.1069755
Chevrolet,T10 (S10) Blazer 4WD,2.8,7.227448,324.8317359
Chevrolet,T10 (S10) Blazer 4WD,2,8.50288,276.1069755
Chevrolet,T10 (S10) Blazer 4WD,2.8,7.227448,324.8317359
Chevrolet,T10 (S10) Blazer 4WD,2,8.50288,276.1069755
Chevrolet,T10 (S10) Blazer 4WD,2.8,7.227448,324.8317359
Chevrolet,T10 (S10) Pickup 4WD,2.8,7.652592,306.7855284
Chevrolet,T10 (S10) Pickup 4WD,2.8,7.652592,306.7855284
Chevrolet,T10 (S10) Pickup 4WD,2,8.50288,276.1069755
Chevrolet,T10 (S10) Pickup 4WD,2.8,7.227448,324.8317359
Chevrolet,T10 (S10) Pickup 4WD,2,8.50288,276.1069755
Chevrolet,T10 (S10) Pickup 4WD,2.8,7.227448,324.8317359
Chevrolet,T10 (S10) Pickup 4WD,2,8.50288,276.1069755
Chevrolet,T10 (S10) Pickup 4WD,2.8,7.652592,306.7855284
Chevrolet,T10 (S10) Pickup 4WD,2,8.50288,276.1069755
Chevrolet,T10 (S10) Pickup 4WD,2.8,7.652592,306.7855284
Chrysler,E Class/New Yorker,2.2,9.353168,251.0063414
Chrysler,E Class/New Yorker,2.2,8.077736,290.6389216
Chrysler,E Class/New Yorker,2.6,8.50288,276.1069755
Chrysler,E Class/New Yorker,2.2,8.928024,262.9590243
Chrysler,E Class/New Yorker,2.2,8.077736,290.6389216
Chrysler,E Class/New Yorker,2.6,8.077736,290.6389216
Chrysler,Executive Sedan/Limousine,2.6,7.652592,306.7855284
Chrysler,Executive Sedan/Limousine,2.6,7.227448,324.8317359
Chrysler,Laser/Daytona,2.2,9.353168,251.0063414
Chrysler,Laser/Daytona,2.2,8.077736,290.6389216
Chrysler,Laser/Daytona,2.2,8.928024,262.9590243
Chrysler,Laser/Daytona,2.2,8.077736,290.6389216
Chrysler,Laser/Daytona,2.2,9.353168,251.0063414
Chrysler,Laser/Daytona,2.2,8.50288,276.1069755
Chrysler,Laser/Daytona,2.2,9.778312,240.0930222
Chrysler,Laser/Daytona,2.2,8.50288,276.1069755
Chrysler,LeBaron,2.2,9.353168,251.0063414
Chrysler,LeBaron,2.2,9.353168,251.0063414
Chrysler,LeBaron,2.2,8.077736,290.6389216
Chrysler,LeBaron,2.6,8.50288,276.1069755
Chrysler,LeBaron,2.2,8.928024,262.9590243
Chrysler,LeBaron,2.2,8.077736,290.6389216
Chrysler,LeBaron,2.2,8.928024,262.9590243
Chrysler,LeBaron,2.6,8.077736,290.6389216
Chrysler,LeBaron,2.2,10.203456,230.0891463
Chrysler,LeBaron,2.2,9.778312,240.0930222
Chrysler,LeBaron,2.2,10.6286,220.8855804
Chrysler,LeBaron,2.2,9.353168,251.0063414
Chrysler,LeBaron Convertible,2.2,8.928024,262.9590243
Chrysler,LeBaron Convertible,2.2,9.353168,251.0063414
Chrysler,LeBaron Convertible,2.2,8.077736,290.6389216
